7.3988 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [1440, 900]. Using actual size
11.6833 	EXP 	Created text_norm = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_norm', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.8)
11.6835 	EXP 	window1: mouseVisible = True
11.7138 	EXP 	Created text_norm_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_norm_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.8)
11.7140 	EXP 	window1: mouseVisible = True
11.7204 	EXP 	Created label_self = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=36.0, italic=False, languageStyle='LTR', name='label_self', opacity=1.0, ori=0.0, pos=array([ 400., -150.]), rgb=UNKNOWN, text='You', units='pix', win=Window(...), wrapWidth=500)
11.7205 	EXP 	window1: mouseVisible = True
11.7255 	EXP 	Created label_other = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=36.0, italic=False, languageStyle='LTR', name='label_other', opacity=1.0, ori=0.0, pos=array([-400., -150.]), rgb=UNKNOWN, text='Stranger', units='pix', win=Window(...), wrapWidth=500)
11.7256 	EXP 	window1: mouseVisible = True
11.7374 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text="press 'spacebar' to contiue", units='height', win=Window(...), wrapWidth=1)
11.7376 	EXP 	window1: mouseVisible = True
11.7540 	EXP 	Created square_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, draggable=False, flipHoriz=False, flipVert=False, image='stimulus/square.png', interpolate=True, mask=None, maskParams=None, name='square_image', opacity=1.0, ori=0.0, pos=array([400.,   0.]), size=array([150., 150.]), texRes=128.0, units='pix', win=Window(...))
11.7542 	EXP 	window1: mouseVisible = True
11.7635 	EXP 	Created triangle_path = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, draggable=False, flipHoriz=False, flipVert=False, image='stimulus/triangle.png', interpolate=True, mask=None, maskParams=None, name='triangle_path', opacity=1.0, ori=0.0, pos=array([-400.,    0.]), size=array([150., 170.]), texRes=128.0, units='pix', win=Window(...))
11.7636 	EXP 	window1: mouseVisible = True
11.7871 	EXP 	Created text_norm_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_norm_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.8)
11.7874 	EXP 	window1: mouseVisible = True
11.7911 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=0.8, name='fixation', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.03, 0.03]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
11.7912 	EXP 	window1: mouseVisible = True
11.7925 	EXP 	Created label = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=36, italic=False, languageStyle='LTR', name='label', opacity=1.0, ori=0.0, pos=array([   0., -150.]), rgb=UNKNOWN, text='', units='pix', win=Window(...), wrapWidth=500)
11.7926 	EXP 	window1: mouseVisible = True
11.8088 	EXP 	Created shape_1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='shape_1', opacity=1.0, ori=0.0, pos=array([  0., 200.]), size=array([150., 150.]), texRes=128.0, units='pix', win=Window(...))
11.8090 	EXP 	window1: mouseVisible = True
11.8106 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.8107 	EXP 	window1: mouseVisible = True
11.8168 	EXP 	Created text_norm_7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_norm_7', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Thank you for participating :))', units='norm', win=Window(...), wrapWidth=1.8)
0.0128 	EXP 	text_norm: alignText = 'left'
0.0128 	EXP 	text_norm: alignText = 'left'
0.0128 	EXP 	text_norm: alignText = 'left'
0.0301 	EXP 	text_norm: autoDraw = True
0.0301 	EXP 	text_norm: height = 0.1
0.0301 	EXP 	text_norm: height = 0.1
0.0301 	EXP 	text_norm: height = 0.1
0.0301 	EXP 	text_norm: text = "Welcome to the experiment.\n\npress 'spacebar' to continue."
1.0869 	EXP 	text_norm: autoDraw = False
1.0869 	EXP 	text_norm_2: autoDraw = True
1.1018 	DATA 	Keypress: space
2.4456 	DATA 	Keypress: space
2.4513 	EXP 	text_norm_2: autoDraw = False
2.4513 	EXP 	label_self: autoDraw = True
2.4513 	EXP 	label_other: autoDraw = True
2.4513 	EXP 	text: autoDraw = True
2.4513 	EXP 	square_image: autoDraw = True
2.4513 	EXP 	triangle_path: autoDraw = True
11.5313 	DATA 	Keypress: space
11.5376 	EXP 	label_self: autoDraw = False
11.5376 	EXP 	label_other: autoDraw = False
11.5376 	EXP 	text: autoDraw = False
11.5376 	EXP 	square_image: autoDraw = False
11.5376 	EXP 	triangle_path: autoDraw = False
11.5376 	EXP 	text_norm_3: autoDraw = True
15.2978 	EXP 	Created sequence: random, trialTypes=1, nReps=10, seed=None
15.2982 	EXP 	New trial (rep=0, index=0): None
15.3163 	DATA 	Keypress: space
15.3228 	EXP 	text_norm_3: autoDraw = False
15.3228 	EXP 	label: height = 36.0
15.3228 	EXP 	label: height = 36.0
15.3228 	EXP 	label: height = 36.0
15.3228 	EXP 	label: text = 'Stranger'
15.3228 	EXP 	shape_1: image = 'stimulus/square.png'
15.3228 	EXP 	fixation: autoDraw = True
15.7974 	EXP 	label: autoDraw = True
15.7974 	EXP 	shape_1: autoDraw = True
15.8965 	EXP 	label: autoDraw = False
15.8965 	EXP 	shape_1: autoDraw = False
15.9267 	EXP 	fixation: autoDraw = False
16.8640 	DATA 	Keypress: m
16.8707 	EXP 	fixation: autoDraw = False
16.8707 	EXP 	label: autoDraw = False
16.8707 	EXP 	shape_1: autoDraw = False
16.8707 	EXP 	text_2: height = 0.05
16.8707 	EXP 	text_2: height = 0.05
16.8707 	EXP 	text_2: height = 0.05
16.8707 	EXP 	text_2: text = 'incorrect'
16.8707 	EXP 	text_2: autoDraw = True
17.3544 	EXP 	New trial (rep=1, index=0): None
17.3710 	EXP 	text_2: autoDraw = False
17.3710 	EXP 	label: height = 36.0
17.3710 	EXP 	label: height = 36.0
17.3710 	EXP 	label: height = 36.0
17.3710 	EXP 	label: text = 'You'
17.3710 	EXP 	shape_1: image = 'stimulus/square.png'
17.3710 	EXP 	fixation: autoDraw = True
17.8549 	EXP 	label: autoDraw = True
17.8549 	EXP 	shape_1: autoDraw = True
17.9618 	EXP 	label: autoDraw = False
17.9618 	EXP 	shape_1: autoDraw = False
17.9710 	EXP 	fixation: autoDraw = False
18.5318 	DATA 	Keypress: z
20.8624 	DATA 	Keypress: n
20.8689 	EXP 	fixation: autoDraw = False
20.8689 	EXP 	label: autoDraw = False
20.8689 	EXP 	shape_1: autoDraw = False
20.8689 	EXP 	text_2: text = 'incorrect'
20.8689 	EXP 	text_2: autoDraw = True
21.3619 	EXP 	New trial (rep=2, index=0): None
21.3746 	EXP 	text_2: autoDraw = False
21.3746 	EXP 	label: text = 'You'
21.3746 	EXP 	shape_1: image = 'stimulus/triangle.png'
21.3746 	EXP 	fixation: autoDraw = True
21.8643 	EXP 	label: autoDraw = True
21.8643 	EXP 	shape_1: autoDraw = True
21.9707 	EXP 	label: autoDraw = False
21.9707 	EXP 	shape_1: autoDraw = False
21.9759 	EXP 	fixation: autoDraw = False
22.4614 	DATA 	Keypress: m
22.4675 	EXP 	fixation: autoDraw = False
22.4675 	EXP 	label: autoDraw = False
22.4675 	EXP 	shape_1: autoDraw = False
22.4675 	EXP 	text_2: text = 'incorrect'
22.4675 	EXP 	text_2: autoDraw = True
22.9620 	EXP 	New trial (rep=3, index=0): None
22.9734 	EXP 	text_2: autoDraw = False
22.9734 	EXP 	label: text = 'You'
22.9734 	EXP 	shape_1: image = 'stimulus/triangle.png'
22.9734 	EXP 	fixation: autoDraw = True
23.4639 	EXP 	label: autoDraw = True
23.4639 	EXP 	shape_1: autoDraw = True
23.5879 	EXP 	fixation: autoDraw = False
23.5879 	EXP 	label: autoDraw = False
23.5879 	EXP 	shape_1: autoDraw = False
28.4723 	EXP 	fixation: autoDraw = False
28.4723 	EXP 	label: autoDraw = False
28.4723 	EXP 	shape_1: autoDraw = False
28.4723 	EXP 	text_2: height = 0.05
28.4723 	EXP 	text_2: height = 0.05
28.4723 	EXP 	text_2: height = 0.05
28.4723 	EXP 	text_2: text = 'miss'
28.4723 	EXP 	text_2: autoDraw = True
28.9620 	EXP 	New trial (rep=4, index=0): None
28.9877 	EXP 	text_2: autoDraw = False
28.9877 	EXP 	label: text = 'You'
28.9877 	EXP 	shape_1: image = 'stimulus/triangle.png'
28.9877 	EXP 	fixation: autoDraw = True
29.4634 	EXP 	label: autoDraw = True
29.4634 	EXP 	shape_1: autoDraw = True
29.5611 	EXP 	label: autoDraw = False
29.5611 	EXP 	shape_1: autoDraw = False
29.5957 	EXP 	fixation: autoDraw = False
31.0059 	DATA 	Keypress: m
31.0117 	EXP 	fixation: autoDraw = False
31.0117 	EXP 	label: autoDraw = False
31.0117 	EXP 	shape_1: autoDraw = False
31.0117 	EXP 	text_2: height = 0.05
31.0117 	EXP 	text_2: height = 0.05
31.0117 	EXP 	text_2: height = 0.05
31.0117 	EXP 	text_2: text = 'incorrect'
31.0117 	EXP 	text_2: autoDraw = True
31.5050 	EXP 	New trial (rep=5, index=0): None
31.5169 	EXP 	text_2: autoDraw = False
31.5169 	EXP 	label: text = 'You'
31.5169 	EXP 	shape_1: image = 'stimulus/square.png'
31.5169 	EXP 	fixation: autoDraw = True
32.0048 	EXP 	label: autoDraw = True
32.0048 	EXP 	shape_1: autoDraw = True
32.1215 	EXP 	label: autoDraw = False
32.1215 	EXP 	shape_1: autoDraw = False
32.1278 	EXP 	fixation: autoDraw = False
32.4612 	DATA 	Keypress: n
32.4676 	EXP 	fixation: autoDraw = False
32.4676 	EXP 	label: autoDraw = False
32.4676 	EXP 	shape_1: autoDraw = False
32.4676 	EXP 	text_2: text = 'incorrect'
32.4676 	EXP 	text_2: autoDraw = True
32.9625 	EXP 	New trial (rep=6, index=0): None
32.9795 	EXP 	text_2: autoDraw = False
32.9795 	EXP 	label: height = 36.0
32.9795 	EXP 	label: height = 36.0
32.9795 	EXP 	label: height = 36.0
32.9795 	EXP 	label: text = 'Stranger'
32.9795 	EXP 	shape_1: image = 'stimulus/triangle.png'
32.9795 	EXP 	fixation: autoDraw = True
33.4642 	EXP 	label: autoDraw = True
33.4642 	EXP 	shape_1: autoDraw = True
33.5625 	EXP 	label: autoDraw = False
33.5625 	EXP 	shape_1: autoDraw = False
33.5768 	EXP 	fixation: autoDraw = False
36.9967 	DATA 	Keypress: escape
37.0116 	EXP 	preliminary_experiment: status = STOPPED
37.0210 	EXP 	preliminary_experiment: status = STOPPED
37.0545 	EXP 	window1: mouseVisible = True
